,Budget,Profit
2535,14000000,16628981
2536,79000000,16632614
2537,92000000,16638745
2538,20000000,16658108
2539,11000000,16669413
2540,32000000,16814909
2541,100000000,16866727
2542,20000000,16874745
2543,30000000,16875468
2544,13000000,16959436
2545,1000000,16986000
2546,5000000,16994911
2547,150000000,17007184
2548,150000000,17007184
2549,40000000,17011847
2550,60000000,17032279
2551,2000000,17067631
2552,1000000,17112929
2553,28000000,17162741
2554,65000000,17226474
2555,4000000,17244913
2556,22000000,17263506
2557,6000000,17272306
2558,35000000,17277485
2559,1200000,17288314
2560,3500000,17303237
2561,20000000,17442180
2562,27000000,17450000
2563,25000000,17478175
2564,20000000,17567440
2565,20000000,17567440
2566,6500000,17603594
2567,20000000,17672350
2568,68000000,17707116
2569,15000000,17721635
2570,15000000,17721635
2571,10000000,17736779
2572,50000000,17823573
2573,1250000,17850000
2574,66000000,17892374
2575,24000000,17895491
2576,8000000,17926543
2577,3000000,17966644
2578,40000000,17981889
2579,42000000,17992760
2580,20000000,18037513
2581,30000000,18043505
2582,8000000,18049082
2583,17000000,18143332
2584,2000000,18167424
2585,142000000,18201106
2586,22000000,18270895
2587,6500000,18292061
2588,16000000,18308901
2589,130000000,18337537
2590,15000000,18386128
2591,15000000,18386128
2592,12000000,18400000
2593,92000000,18416702
2594,48000000,18488090
2595,4500000,18531390
2596,15000000,18565375
2597,7000000,18625110
2598,17000000,18635046
2599,14000000,18645546
2600,33000000,18758599
2601,15000000,18771174
2602,15000000,18860010
2603,10000000,18873374
2604,37000000,19044241
2605,6000000,19047631
2606,40000000,19068786
2607,2200000,19100000
2608,20000000,19103378
2609,5000000,19138847
2610,20000000,19143839
2611,12000000,19155435
2612,12000000,19179516
2613,30000000,19185998
2614,21000000,19219708
2615,100000000,19219978
2616,35000000,19228104
2617,130000000,19234747
2618,6000000,19244700
2619,8000000,19362712
2620,10000000,19392418
2621,12000000,19397498
2622,2800000,19402612
2623,25000000,19455658
2624,26000000,19489752
2625,36000000,19500000
2626,10000000,19500000
2627,26000000,19506619
2628,55000000,19540762
2629,40000000,19588068
2630,12000000,19597131
2631,12000000,19691811
2632,25000000,19700000
2633,20000000,19737645
2634,8200000,19779400
2635,5000000,19809547
2636,215000000,19903076
2637,215000000,19903076
2638,12000000,19990064
2639,110000000,19995817
2640,75000000,19999143
2641,15000000,20007180
2642,60000000,20033643
2643,60000000,20033643
2644,15000000,20054909
2645,8500000,20063926
2646,25000000,20089048
2647,34000000,20132596
2648,80000000,20169068
2649,6000000,20236603
2650,60000000,20281096
2651,35000000,20291815
2652,30000000,20300000
2653,10000000,20306281
2654,1000000,20378000
2655,1000000,20378000
2656,50000000,20450000
2657,26000000,20455802
2658,55000000,20530832
2659,45000000,20557989
2660,17000000,20566230
2661,60000000,20574010
2662,10000000,20651422
2663,61000000,20687587
2664,14000000,20700000
2665,14000000,20700000
2666,8500000,20700000
2667,38000000,20700247
2668,14000000,20793160
2669,35000000,20802754
2670,15000000,20887263
2671,65000000,20911262
2672,30000000,20921738
2673,17000000,20939782
2674,23000000,20984230
2675,39000000,21000000
2676,29000000,21041732
2677,6500000,21045445
2678,30000000,21097664
2679,30000000,21109400
2680,80000000,21111837
2681,11000000,21131483
2682,55000000,21137505
2683,30000000,21185897
2684,46000000,21263182
2685,26000000,21285499
2686,16000000,21300107
2687,48000000,21304264
2688,4000000,21359200
2689,30000000,21432423
2690,6000000,21457409
2691,3000000,21475193
2692,30000000,21475962
2693,19800000,21500105
2694,90000000,21544445
2695,2100000,21550000
2696,51000000,21601713
2697,54000000,21604320
2698,3000000,21629916
2699,3500000,21638292
2700,66000000,21704396
2701,7000000,21747570
2702,3000000,21788807
2703,45000000,21790248
2704,25000000,21836394
2705,19000000,21846082
2706,20000000,21867960
2707,35000000,21876365
2708,16000000,21882551
2709,28000000,21968653
2710,58000000,22021740
2711,58000000,22021740
2712,10000000,22101000
2713,26000000,22114556
2714,2883848,22116152
2715,25000000,22124400
2716,31000000,22133888
2717,16000000,22176108
2718,42000000,22238770
2719,5000000,22285953
2720,5000000,22296514
2721,11000000,22305037
2722,75000000,22360069
2723,30000000,22418902
2724,9000000,22487293
2725,3300000,22499043
2726,3500000,22505908
2727,60000000,22569532
2728,20000000,22652003
2729,100000,22657819
2730,60000000,22670733
2731,5000000,22689474
2732,32000000,22696902
2733,2000000,22800000
2734,15000000,22877959
2735,60000000,22931301
2736,30000000,22937130
2737,80000000,22981571
2738,165000000,22991439
2739,10000000,23000000
2740,30000000,23021560
2741,80000000,23028109
2742,10000000,23071558
2743,25000000,23237389
2744,175000000,23332128
2745,11000000,23334256
2746,37000000,23338891
2747,50000000,23343413
2748,18000000,23382841
2749,16000000,23511038
2750,1200000,23541700
2751,10000000,23583175
2752,890000,23585416
2753,30000000,23680848
2754,55000000,23745923
2755,8500000,23779955
2756,20000000,23818159
2757,16000000,23825798
2758,16000000,23825798
2759,26000000,23874933
2760,12305523,23894477
2761,7500000,24001218
2762,25000000,24024969
2763,11500000,24037564
2764,14000000,24048637
2765,80000000,24054514
2766,6000000,24093107
2767,6000000,24093107
2768,13500000,24123143
2769,3000000,24200000
2770,9000000,24244684
2771,2500000,24281723
2772,46000000,24327868
2773,18000000,24335698
2774,210000000,24360014
2775,16000000,24363530
2776,3500000,24400000
2777,3500000,24400000
2778,39000000,24411478
2779,165000000,24412677
2780,110000000,24520804
2781,33000000,24651794
2782,35000000,24699513
2783,1800000,24705000
2784,1800000,24705000
2785,6900000,24707598
2786,120000000,24795350
2787,26000000,24800000
2788,79000000,24812241
2789,7500000,24833860
2790,100000000,24870275
2791,7500000,24891374
2792,20000000,24988180
2793,45000000,25001065
2794,35000000,25054449
2795,15000000,25064955
2796,9000000,25074895
2797,12000000,25188667
2798,12000000,25188667
2799,6500000,25399000
2800,35000000,25400856
2801,65000000,25454043
2802,8500000,25517854
2803,18000000,25601508
2804,50000000,25605492
2805,17000000,25660000
2806,20000000,25670855
2807,17000000,25672630
2808,21000000,25700000
2809,12000000,25707719
2810,10000000,25794166
2811,18000000,25853424
2812,13000000,25916903
2813,30000000,26068547
2814,75000000,26087161
2815,12000000,26087366
2816,16500000,26200000
2817,45000000,26277420
2818,20000000,26363118
2819,8500000,26372293
2820,45000000,26423726
2821,40000000,26466372
2822,25000000,26533608
2823,12000000,26624000
2824,31115000,26635000
2825,16000000,26638165
2826,16000000,26638165
2827,25000000,26676606
2828,8000000,26746109
2829,11000000,26766350
2830,15000000,26777564
2831,29000000,26845943
2832,25000000,26853450
2833,8000000,26963967
2834,22000000,27002815
2835,9000000,27049108
2836,40000000,27061228
2837,27000000,27200000
2838,150000000,27243721
2839,4000000,27252964
2840,11000000,27317535
2841,27800000,27410049
2842,5000000,27453345
2843,17000000,27469602
2844,10000000,27470017
2845,25000000,27528330
2846,15000000,27592530
2847,54000000,27645152
2848,12000000,27647595
2849,70000000,27680195
2850,23000000,27693162
2851,10500000,27701895
2852,85000000,27703470
2853,2200000,27800000
2854,20000000,27852604
2855,31000000,27879132
2856,20000000,27887943
2857,15000000,27919096
2858,15000000,27919096
2859,55000000,28000000
2860,15000000,28022524
2861,11000000,28025000
2862,60000000,28200225
2863,33000000,28280963
2864,32000000,28328558
2865,3600000,28368347
2866,7000000,28400000
2867,20000000,28423368
2868,12500000,28462534
2869,8000000,28500000
2870,103000000,28536019
2871,20000000,28546578
2872,34000000,28700000
2873,30000000,28715510
2874,22000000,28728000
2875,65000000,28771072
2876,35000000,28826569
2877,15000000,28848100
2878,70000000,28895417
2879,35000000,28939454
2880,3500159,29041560
2881,25000000,29098051
2882,5000000,29099640
2883,22000000,29483949
2884,45000000,29484168
2885,16000000,29507053
2886,35000000,29604977
2887,15000000,29667095
2888,2500000,29730907
2889,150000000,29883016
2890,50000000,29948113
2891,4500000,29968224
2892,150000000,29982968
2893,80000000,29993847
2894,500000,30000882
2895,102000000,30014112
2896,30000000,30033780
2897,40000000,30100000
2898,100000000,30127620
2899,40000000,30163652
2900,11000000,30227069
2901,30000000,30269340
2902,50000000,30270227
2903,23000000,30302314
2904,5500000,30311509
2905,60000000,30341670
2906,40000000,30405498
2907,10000000,30485039
2908,1000000,30537320
2909,90000000,30618403
2910,6600000,30695394
2911,83532,30775468
2912,83532,30775468
2913,1800000,30800000
2914,40000000,30836296
2915,2500000,30849949
2916,25000000,30973336
2917,5000000,31000000
2918,21000000,31008288
2919,150000000,31015141
2920,50000000,31022333
2921,30000000,31094903
2922,30000000,31094903
2923,13000000,31134898
2924,99000000,31174897
2925,806947,31193053
2926,70000000,31217900
2927,45000000,31261036
2928,115000000,31282411
2929,40000000,31347010
2930,21000000,31353636
2931,35000000,31359959
2932,4000000,31385560
2933,20000000,31431160
2934,25000000,31505065
2935,50000000,31517441
2936,21000000,31691009
2937,13000000,31726644
2938,14500000,31838728
2939,26000000,31859105
2940,6500000,31900000
2941,145000000,31997107
2942,4000000,32000000
2943,230000000,32030663
2944,20000000,32066000
2945,8000000,32066497
2946,85000000,32144465
2947,37000000,32148997
2948,4000000,32200000
2949,80000000,32225777
2950,22000000,32235441
2951,40000000,32266306
2952,40000000,32306065
2953,58000000,32356857
2954,40000000,32455275
2955,7000000,32462438
2956,2000000,32522221
2957,35000000,32523385
2958,110000000,32614158
2959,68000000,32614858
2960,14000000,32800000
2961,34000000,32808615
2962,15000000,32811275
2963,15000000,32811275
2964,15000000,32860214
2965,30000000,32877175
2966,26000000,32885635
2967,26000000,32885635
2968,500000,32951479
2969,35000000,32962333
2970,20000000,33146000
2971,87000000,33147445
2972,7000000,33158000
2973,24000000,33262492
2974,92000000,33305545
2975,60000000,33307796
2976,70000000,33338338
2977,225000000,33355354
2978,60000000,33375151
2979,27000000,33491560
2980,30000000,33536011
2981,17500000,33553787
2982,13000000,33563158
2983,18000000,33600000
2984,9500000,33600000
2985,13000000,33729374
2986,22000000,33762229
2987,6000000,33800000
2988,200000000,33914986
2989,7000000,33983001
2990,29000000,34034755
2991,25000000,34073773
2992,40000000,34098862
2993,30000000,34172251
2994,1700000,34218429
2995,73000000,34225164
2996,50000000,34244877
2997,28000000,34300000
2998,6900000,34500000
2999,35000000,34700000
3000,55000000,34706988
3001,10000000,34886089
3002,15000000,35003300
3003,65000000,35003492
3004,23000000,35006147
3005,30000000,35010106
3006,36000000,35026631
3007,14000000,35122319
3008,14000000,35122319
3009,3000000,35168022
3010,4000000,35200000
3011,37000000,35279690
3012,40000000,35305995
3013,210000000,35428137
3014,25000000,35443237
3015,65000000,35448498
3016,65000000,35468793
3017,26000000,35490000
3018,12500000,35592846
3019,28000000,35910583
3020,35000000,35960517
3021,7500000,35990057
3022,13000000,36121934
3023,12500000,36137684
3024,20000000,36154094
3025,30000000,36207920
3026,22000000,36328680
3027,170000000,36360018
3028,20000000,36362352
3029,28000000,36371181
3030,10000000,36377022
3031,20000000,36398162
3032,30000000,36468315
3033,15000000,36527787
3034,30000000,36528842
3035,30000000,36600000
3036,7200000,36600000
3037,140000000,36636816
3038,80000000,36643346
3039,20000000,36667870
3040,17000000,36868030
3041,16000000,36885587
3042,9400000,36900000
3043,8000000,37063889
3044,17000000,37239856
3045,30000000,37253092
3046,17000000,37257433
3047,17000000,37322273
3048,5000000,37365600
3049,10000000,37536959
3050,10000000,37536959
3051,2500000,37541683
3052,6000000,37650000
3053,22000000,37696176
3054,20000000,37744720
3055,16000000,38000000
3056,35000000,38023275
3057,18000000,38127162
3058,125000000,38192114
3059,125000000,38192114
3060,45000000,38287363
3061,53000000,38400000
3062,13800000,38493982
3063,170000000,38543795
3064,50000000,38658172
3065,13000000,38697449
3066,190000000,38756232
3067,5000000,38771291
3068,5000000,38771291
3069,11000000,38797148
3070,55000000,38815117
3071,13000000,38872378
3072,28000000,38950483
3073,500000,39052600
3074,19000000,39156435
3075,1800000,39190055
3076,28000000,39266300
3077,13200000,39343632
3078,5000000,39456509
3079,11000000,39461335
3080,51000000,39567722
3081,19000000,39571513
3082,26000000,39703412
3083,105000000,39812796
3084,105000000,39812796
3085,17000000,39816662
3086,20000000,40072596
3087,30000000,40098138
3088,80000000,40136047
3089,15000000,40184721
3090,35000000,40274748
3091,4500000,40293200
3092,35000000,40367693
3093,27500000,40400000
3094,4000000,40566004
3095,35000000,40668868
3096,10000000,40752337
3097,72000000,40950721
3098,9000000,41000000
3099,50000000,41030827
3100,30000000,41038190
3101,85000000,41149655
3102,24000000,41182182
3103,48000000,41253340
3104,40000000,41292135
3105,50000000,41439400
3106,25000000,41489425
3107,18000000,41573085
3108,40000000,41593527
3109,78000000,41793567
3110,30250000,41827000
3111,11000000,41929168
3112,18000000,42057639
3113,10000000,42200504
3114,28000000,42235322
3115,135000000,42343675
3116,135000000,42343675
3117,135000000,42343675
3118,3500000,42357453
3119,3500000,42357453
3120,7000000,42369900
3121,90000000,42373442
3122,4800000,42477326
3123,40000000,42522790
3124,27000000,42586544
3125,140000000,42618434
3126,75000000,42698894
3127,85000000,42706877
3128,12000000,42724272
3129,120000000,42792677
3130,20000000,42933793
3131,28000000,43346930
3132,16500000,43347242
3133,45000000,43504640
3134,45000000,43625922
3135,55000000,43711404
3136,180000000,43806889
3137,75000000,43823091
3138,40000000,43906114
3139,35000000,44100000
3140,400000,44140956
3141,60000000,44148781
3142,20000000,44149837
3143,8000000,44287414
3144,13000000,44300000
3145,80000000,44590960
3146,12000000,44631572
3147,12000000,44715371
3148,15000000,44735548
3149,30000000,44787599
3150,45000000,44808372
3151,5500000,44882128
3152,30000000,44888996
3153,150000000,45000874
3154,63000000,45012170
3155,3000000,45056940
3156,110000000,45181732
3157,19000000,45255243
3158,60000000,45264608
3159,35000000,45276912
3160,26000000,45500556
3161,75000000,45523073
3162,48000000,45607673
3163,20000000,45623128
3164,25000000,45625986
3165,45000000,45703745
3166,75000000,45776832
3167,5000000,45820940
3168,42000000,45856565
3169,10000000,45865715
3170,10800000,45929973
3171,11500000,45969179
3172,60000000,46126012
3173,35000000,46150692
3174,35000000,46159365
3175,35000000,46257845
3176,24000000,46269171
3177,25000000,46309760
3178,15000000,46400000
3179,30000000,46501438
3180,55000000,46530738
3181,9800000,46637947
3182,300000,46700000
3183,300000,46700000
3184,300000,46700000
3185,70000000,46735231
3186,30000000,46806312
3187,19000000,46807024
3188,18000000,46955956
3189,25000000,46975611
3190,45000000,47001027
3191,13000000,47008303
3192,45000000,47115211
3193,35000000,47300000
3194,31500000,47300000
3195,48000000,47308367
3196,20000000,47325559
3197,14000000,47356221
3198,70000000,47541000
3199,38000000,47570368
3200,40000000,47666629
3201,9500000,47676582
3202,6500000,47715416
3203,80000000,47968405
3204,17000000,47998368
3205,6500000,48057348
3206,6500000,48057348
3207,3000000,48100000
3208,32000000,48197993
3209,4500000,48200832
3210,35000000,48299761
3211,100000000,48383780
3212,45000000,48452056
3213,17000000,48535067
3214,135000000,48635922
3215,58000000,48635996
3216,13000000,48693523
3217,6000000,48800000
3218,5000000,48884821
3219,15000000,49001297
3220,40000000,49138076
3221,60000000,49176215
3222,25000000,49273505
3223,55000000,49354205
3224,30000000,49566871
3225,70000000,49654900
3226,130000000,50191634
3227,55000000,50263257
3228,32000000,50301521
3229,80000000,50313314
3230,50000000,50328194
3231,40000000,50353764
3232,8000000,50401464
3233,140000000,50418803
3234,68000000,50471320
3235,65000000,50603980
3236,65000000,50603980
3237,24000000,50608545
3238,65000000,50731542
3239,40000000,50835030
3240,38000000,50915214
3241,30000000,50920948
3242,12000000,51071133
3243,76000000,51083765
3244,35000000,51208010
3245,14800000,51209973
3246,25000000,51270454
3247,26000000,51324422
3248,6000000,51504069
3249,20000000,51588220
3250,4900000,51636016
3251,27000000,51651430
3252,8000000,51889948
3253,250000000,51956980
3254,23600000,51990286
3255,55000000,52100855
3256,30000000,52163317
3257,135000000,52165546
3258,1000000,52245055
3259,25000000,52264926
3260,185000000,52282182
3261,18000000,52360285
3262,165000000,52387997
3263,1500000,52491137
3264,12000000,52572496
3265,15600000,52925609
3266,75000000,53200012
3267,12000000,53269010
3268,10000000,53270259
3269,5500000,53300000
3270,10000000,53319509
3271,28000000,53350242
3272,17000000,53492685
3273,12000000,53500000
3274,90000000,53618384
3275,25000000,53656813
3276,80000000,53668525
3277,15000000,53856263
3278,40000000,53952276
3279,1200000,53953403
3280,40000000,54125426
3281,60000000,54195633
3282,54000000,54200000
3283,65000000,54412921
3284,65000000,54412921
3285,9000000,54600000
3286,25000000,54817937
3287,17000000,55000000
3288,40000000,55001343
3289,25000000,55034302
3290,20000000,55072454
3291,40000000,55149435
3292,37000000,55173235
3293,17000000,55219395
3294,150000000,55343774
3295,100000000,55370362
3296,30000000,55416609
3297,20000000,55597042
3298,40000000,55720716
3299,45000000,55768056
3300,50000000,55807520
3301,14000000,56001698
3302,31000000,56100000
3303,14600000,56306973
3304,150000000,56435493
3305,80000000,56448821
3306,150000000,56456431
3307,45000000,56702060
3308,15000000,56897215
3309,40000000,56917897
3310,56000000,57006880
3311,61000000,57153533
3312,6000000,57231524
3313,165000000,57487711
3314,12000000,58011073
3315,75000000,58103929
3316,26000000,58136909
3317,65000000,58307945
3318,15000000,58326666
3319,10000000,58353550
3320,52000000,58476776
3321,140000000,58539855
3322,25000000,58813460
3323,75000000,59006721
3324,5000000,59267897
3325,17000000,59400000
3326,12000000,59502303
3327,75000000,59568845
3328,10000000,59800000
3329,13000000,60000942
3330,62000000,60012710
3331,20000000,60050171
3332,20000000,60050171
3333,12000000,60217000
3334,2300000,60249000
3335,27000000,60341380
3336,180000000,61407328
3337,3000000,61423650
3338,60000000,61468960
3339,140000000,61573391
3340,125000000,61739919
3341,45000000,61793915
3342,8000000,61800000
3343,45000000,61807667
3344,125000000,61830669
3345,48000000,62000082
3346,40000000,62310175
3347,9000000,62519230
3348,20000000,62624961
3349,31000000,62749203
3350,100000000,62804648
3351,12000000,63074950
3352,85000000,63313048
3353,23000000,63930411
3354,145000000,64364921
3355,20000000,64518155
3356,25000000,65135191
3357,17000000,65234139
3358,17000000,65389560
3359,26000000,65457688
3360,75000000,65459099
3361,60000000,65603360
3362,80000000,65771527
3363,85000000,65832203
3364,125000000,65871240
3365,125000000,65871240
3366,10700000,65900000
3367,10700000,65900000
3368,225000000,66021565
3369,95000000,66317423
3370,120000000,66336103
3371,52000000,66683135
3372,18500000,66700000
3373,33000000,67125340
3374,70000000,67340146
3375,40000000,67458785
3376,12000000,67568000
3377,11000000,67900000
3378,11000000,67900000
3379,34000000,68413606
3380,200000000,68488329
3381,25000000,68571803
3382,22000000,68636983
3383,40000000,68706165
3384,10000000,68845130
3385,14000000,69025853
3386,17000000,69049418
3387,84000000,69288182
3388,8000000,69413017
3389,32000000,69470202
3390,10000000,70150343
3391,30000000,70422786
3392,70000000,71204016
3393,37000000,71244774
3394,145000000,71366733
3395,8200000,71800000
3396,8200000,71800000
3397,32000000,72632573
3398,71500000,72656464
3399,100000000,73005002
3400,165000000,73371987
3401,52000000,73548685
3402,38000000,73760631
3403,42000000,74006080
3404,22000000,74067179
3405,20000000,74497271
3406,35000000,74712885
3407,54000000,74769345
3408,35000000,75008260
3409,80000000,75019340
3410,73000000,75213377
3411,25000000,75241322
3412,10000000,75300000
3413,38000000,75502246
3414,41000000,75724075
3415,6500000,76028097
3416,50000000,76088877
3417,48000000,76107476
3418,82000000,76115031
3419,50000000,76203320
3420,24000000,76491683
3421,30000000,76694016
3422,4500000,76700000
3423,60000000,76801374
3424,16000000,76823600
3425,50000000,76975169
3426,18000000,77001351
3427,14000000,77121452
3428,24000000,77334374
3429,35000000,77692062
3430,6500000,77763837
3431,150000000,77946274
3432,50000000,77997349
3433,13000000,78038276
3434,30000000,78360000
3435,40000000,78500000
3436,258000000,78530303
3437,258000000,78530303
3438,5000000,78574831
3439,15000000,79175854
3440,55000000,79218018
3441,60000000,79225854
3442,26000000,79444419
3443,16400000,79460116
3444,17000000,79471845
3445,12000000,79547205
3446,11000000,79556401
3447,3500000,79900000
3448,100000000,80011740
3449,100000000,80011740
3450,250000000,80249062
3451,20000000,80292856
3452,46000000,80805112
3453,2600000,81700000
3454,3000000,81749884
3455,80000000,82001186
3456,70000000,82149590
3457,75000000,82299717
3458,35000000,82528646
3459,8000000,82800000
3460,8000000,82800000
3461,80000000,82831698
3462,20000000,82922376
3463,4000000,83025093
3464,60000000,83151473
3465,26000000,83243478
3466,2800000,83500000
3467,93000000,83740650
3468,100000000,84031112
3469,26000000,84222438
3470,103000000,84670866
3471,25000000,84713132
3472,125000000,84805005
3473,50000000,85014968
3474,40000000,85069696
3475,130000000,85395021
3476,45000000,85512915
3477,30000000,85646235
3478,30000000,85648585
3479,75000000,85762022
3480,40000000,86546825
3481,55000000,86600000
3482,30000000,86631310
3483,14400000,86757447
3484,15000000,86978840
3485,30000000,87559438
3486,85000000,87620724
3487,61000000,87775460
3488,15000000,88001286
3489,93000000,88166115
3490,74000000,88495848
3491,38000000,89214072
3492,80000000,89692572
3493,35000000,89732962
3494,170000000,89746958
3495,125000000,90397307
3496,11000000,90736215
3497,4000000,90900000
3498,28000000,91518352
3499,44500000,91519448
3500,52000000,91704210
3501,30000000,92012643
3502,125000000,92536138
3503,15800000,93506210
3504,13000000,93952327
3505,20000000,94324072
3506,20000000,94324072
3507,45000000,94852971
3508,30000000,95014030
3509,25000000,96248145
3510,6000000,96300000
3511,6000000,96308900
3512,42000000,96447667
3513,15000000,96936400
3514,25000000,96945720
3515,18000000,96968774
3516,20000000,97224271
3517,50000000,97637474
3518,100000000,97992827
3519,85000000,98405771
3520,40000000,98614544
3521,5000000,99007828
3522,7500000,99093296
3523,35000000,99455175
3524,33000000,99541238
3525,8000000,99930000
3526,10000000,100175871
3527,50000000,100315155
3528,11000000,100722000
3529,80000000,100965237
3530,75000000,101049130
3531,40000000,101340178
3532,20000000,101463226
3533,4000000,101500000
3534,20000000,101697350
3535,18000000,101938730
3536,132000000,102277056
3537,102000000,102843350
3538,50000000,103620822
3539,98000000,104007640
3540,200000000,104360277
3541,200000000,104360277
3542,110000000,104948780
3543,95000000,106148159
3544,95000000,106148159
3545,150000000,106386216
3546,44000000,106415432
3547,38000000,106512310
3548,38000000,106512310
3549,38000000,106512310
3550,90000000,106573705
3551,7000000,106709992
3552,61000000,106735396
3553,70000000,107575142
3554,55000000,107586036
3555,4400000,107600000
3556,150000000,107704099
3557,15000,107902283
3558,75000000,108132370
3559,63000000,108383253
3560,19400870,108899130
3561,25000000,109141530
3562,35000000,109731527
3563,62000000,110071312
3564,40000000,110117807
3565,18000000,110505958
3566,13000000,110922370
3567,21000000,111088910
3568,16000000,111175354
3569,55000000,111225040
3570,180000000,111709845
3571,19000000,111727000
3572,200000000,112057433
3573,52000000,112435221
3574,58000000,112708996
3575,70000000,112805123
3576,12000000,112868837
3577,15000000,113067808
3578,6000000,113078393
3579,37000000,113368971
3580,777000,114223000
3581,15000000,115058047
3582,33000000,115085755
3583,30000000,115096820
3584,80000000,115329763
3585,960000,116275247
3586,42000000,116348400
3587,43000000,116578352
3588,2600000,116900000
3589,110000000,117137090
3590,65000000,117204440
3591,20000000,117387272
3592,59000000,117387405
3593,48000000,117500000
3594,175000000,117979556
3595,75000000,118136719
3596,30000000,118734225
3597,90000000,119019489
3598,130000000,119358727
3599,25000000,120000989
3600,108000000,120430993
3601,160000000,121666058
3602,22000000,122833357
3603,15000000,123795342
3604,40000000,123947053
3605,120000000,124052771
3606,28000000,125665036
3607,45000000,125684505
3608,40000000,126147885
3609,15000000,126319195
3610,10000000,128339411
3611,6000000,128821952
3612,34200000,129279795
3613,150000000,131492479
3614,6000000,131963328
3615,185000000,132011114
3616,18000000,132056505
3617,160000000,132568851
3618,28000000,133029270
3619,38000000,133031347
3620,200000000,134185206
3621,200000000,134185206
3622,7500000,135992840
3623,7500000,135992840
3624,90000000,136138454
3625,45000000,136395380
3626,32500000,136576745
3627,123000000,137031035
3628,11000000,137170000
3629,3000000,138600000
3630,44000000,139875760
3631,150000000,139994397
3632,33000000,140381405
3633,60000,140470114
3634,110000000,140863268
3635,20000000,141487252
3636,50000000,141616238
3637,150000000,142000866
3638,14000000,142645693
3639,90000000,143630478
3640,75000000,144613391
3641,25000000,144705587
3642,65000000,145592590
3643,70000000,146119491
3644,25000000,147825435
3645,48000000,149171806
3646,92000000,149688385
3647,63000000,150079163
3648,28000000,151870271
3649,23000000,153483808
3650,5500000,154100000
3651,29000000,154436380
3652,37000000,154449475
3653,37000000,154449475
3654,8200000,155014286
3655,22000000,155200000
3656,18000000,155585516
3657,90000000,155823397
3658,72000000,155965690
3659,73000000,156074524
3660,11000000,156780960
3661,250000000,157197282
3662,60000000,157326336
3663,195000000,157358779
3664,190000000,160034110
3665,90000000,160147615
3666,160000000,160706665
3667,81000000,161589580
3668,15000000,161781728
3669,30000000,161796233
3670,100000000,161970615
3671,22000000,162208848
3672,170000000,163130696
3673,14000000,164406268
3674,140000000,165388685
3675,8800000,165835000
3676,50000000,168628680
3677,150000000,168759914
3678,92000000,169437578
3679,120000000,172298923
3680,120000000,172298923
3681,33000000,172399422
3682,200000000,173377893
3683,100000000,174084951
3684,80000000,174455986
3685,115000000,174907418
3686,6000000,175360000
3687,140000000,178298180
3688,175000000,181454367
3689,69000000,182501645
3690,2000000,182925485
3691,175000000,187645141
3692,175000000,187645141
3693,28000000,189350219
3694,19000000,191609762
3695,125000000,192557891
3696,25000000,194200000
3697,3977000,194678278
3698,22000000,195631306
3699,115000000,195675583
3700,8000000,196565000
3701,60000000,197756197
3702,225000000,198032628
3703,250000000,198130642
3704,80000000,199167575
3705,200000000,202076689
3706,60000000,207652016
3707,250000000,208991599
3708,200000000,208992272
3709,125000000,212103873
3710,200000000,214984497
3711,35000000,216188924
3712,14000000,220760500
3713,93000000,220837577
3714,18000000,224374454
3715,29000000,226950375
3716,75000000,231124059
3717,68000000,232523113
3718,5000000,236437427
3719,35000000,242313371
3720,94000000,246478898
3721,50000000,246623634
3722,75000000,248505540
3723,150000000,250736600
3724,8000000,252000000
3725,40000000,253501675
3726,74000000,262029560
3727,139000000,264706375
3728,113000000,267262555
3729,18000000,267761243
3730,18000000,272158751
3731,55000000,274691196
3732,32500000,276625409
3733,94000000,283019252
3734,150000000,286471036
3735,94000000,286838870
3736,58800000,291323553
3737,76000000,292049635
3738,63000000,293784000
3739,130000000,294645577
3740,58000000,305024263
3741,78000000,329999255
3742,185000000,348316061
3743,115000000,359544677
3744,45000000,377783777
3745,220000000,403279547
3746,220000000,403279547
3747,10500000,424449459
3748,11000000,449935665
3749,200000000,458672302
3750,150000000,502177271
3751,237000000,523505847
