,Budget,Profit
1273,5000000,-4983934
1274,7000000,-4937934
1275,5000000,-4934913
1276,8000000,-4923575
1277,30000000,-4921063
1278,35000000,-4920684
1279,60000000,-4907170
1280,5000000,-4907100
1281,137000000,-4877005
1282,5000000,-4875280
1283,5000000,-4863568
1284,5000000,-4857000
1285,7000000,-4851788
1286,79000000,-4841843
1287,85000000,-4829854
1288,16500000,-4797910
1289,5000000,-4776122
1290,21000000,-4715640
1291,5000000,-4703335
1292,35000000,-4692196
1293,5000000,-4673692
1294,100000000,-4671063
1295,7000000,-4655153
1296,18000000,-4637692
1297,14000000,-4597590
1298,20000000,-4591178
1299,15000000,-4588020
1300,8000000,-4557180
1301,15000000,-4556684
1302,20000000,-4535974
1303,30000000,-4527033
1304,10000000,-4515625
1305,18000000,-4508347
1306,15000000,-4505853
1307,27000000,-4505513
1308,27000000,-4505513
1309,5250000,-4483513
1310,6500000,-4475146
1311,4500000,-4391771
1312,7400000,-4370130
1313,42000000,-4347435
1314,23000000,-4346385
1315,35000000,-4330587
1316,9000000,-4318497
1317,35000000,-4308561
1318,17000000,-4306379
1319,20000000,-4287928
1320,8000000,-4286998
1321,8200000,-4241500
1322,15000000,-4236531
1323,6500000,-4231704
1324,5500000,-4207881
1325,20000000,-4202093
1326,7217600,-4170061
1327,4600000,-4165583
1328,9000000,-4118133
1329,90000000,-4115185
1330,4600000,-4086164
1331,12000000,-4081717
1332,33000000,-4072280
1333,23000000,-4065142
1334,8500000,-4059945
1335,16000000,-4043793
1336,4800000,-4021435
1337,60000000,-4005443
1338,4000000,-3991940
1339,4000000,-3987164
1340,4000000,-3979738
1341,6000000,-3974762
1342,37000000,-3962246
1343,10000000,-3955382
1344,5000000,-3943898
1345,6000000,-3922954
1346,5000000,-3917956
1347,5000000,-3900000
1348,4000000,-3898945
1349,6000000,-3877439
1350,12000000,-3865783
1351,4000000,-3856347
1352,15000000,-3855482
1353,4000000,-3853598
1354,4000000,-3814423
1355,10000000,-3802134
1356,10000000,-3798243
1357,6000000,-3792025
1358,4500000,-3786587
1359,3800000,-3785127
1360,3800000,-3780041
1361,4500000,-3772117
1362,4000000,-3771476
1363,20000000,-3751299
1364,70000000,-3742998
1365,28000000,-3731172
1366,40000000,-3716496
1367,4825000,-3714714
1368,39000000,-3712212
1369,3800000,-3699331
1370,8000000,-3649226
1371,110000000,-3630883
1372,4500000,-3628423
1373,4000000,-3628103
1374,4000000,-3624277
1375,14000000,-3602635
1376,4000000,-3600207
1377,8550000,-3557841
1378,60000000,-3556518
1379,130000000,-3535096
1380,5000000,-3525492
1381,10000000,-3508650
1382,30000000,-3474166
1383,12500000,-3469419
1384,3500000,-3462394
1385,4000000,-3457140
1386,25000000,-3445415
1387,4000000,-3437941
1388,3500000,-3403207
1389,35000000,-3401692
1390,35000000,-3401692
1391,6000000,-3400000
1392,3500000,-3398772
1393,15000000,-3385764
1394,10000000,-3380827
1395,7500000,-3368360
1396,40000000,-3334146
1397,30000000,-3312828
1398,8000000,-3307186
1399,60000000,-3297099
1400,3500000,-3279766
1401,5000000,-3270031
1402,7500000,-3260233
1403,21000000,-3242913
1404,3850000,-3238291
1405,8700000,-3219004
1406,18000000,-3206096
1407,4000000,-3200000
1408,3800000,-3189032
1409,10000000,-3157942
1410,4000000,-3135041
1411,19000000,-3088667
1412,38000000,-3087018
1413,13000000,-3024316
1414,5000000,-3019662
1415,50000000,-3017368
1416,10000000,-3017320
1417,4700000,-2994861
1418,8000000,-2981550
1419,3000000,-2978000
1420,3000000,-2973655
1421,6000000,-2970919
1422,100000000,-2969275
1423,3000000,-2960148
1424,40000000,-2898989
1425,20000000,-2895331
1426,50000000,-2894915
1427,3400000,-2864751
1428,7300000,-2856597
1429,18000000,-2844228
1430,38000000,-2816208
1431,25000000,-2800000
1432,3000000,-2799197
1433,14000000,-2795501
1434,15000000,-2787583
1435,5000000,-2778191
1436,26000000,-2777139
1437,6000000,-2726412
1438,18000000,-2718714
1439,22000000,-2716218
1440,4200000,-2712523
1441,3000000,-2697796
1442,4000000,-2674927
1443,22000000,-2648431
1444,40000000,-2628615
1445,3500000,-2613590
1446,2700000,-2604984
1447,3000000,-2581732
1448,6000000,-2567658
1449,14000000,-2566866
1450,2600000,-2561892
1451,5000000,-2554354
1452,5600000,-2535644
1453,25000000,-2533006
1454,6500000,-2499696
1455,9500000,-2497745
1456,20000000,-2481780
1457,35000000,-2480678
1458,20000000,-2470843
1459,8500000,-2452144
1460,15000000,-2450515
1461,50000000,-2446488
1462,40000000,-2446068
1463,18000000,-2438373
1464,10000000,-2436330
1465,2500000,-2428096
1466,10000000,-2425934
1467,2500000,-2424273
1468,6000000,-2411568
1469,2500000,-2407809
1470,2500000,-2400149
1471,7500000,-2400000
1472,2500000,-2326217
1473,10000000,-2308300
1474,15000000,-2298120
1475,3000000,-2296998
1476,2300000,-2292073
1477,5000000,-2288790
1478,7000000,-2279629
1479,2450000,-2271261
1480,40000000,-2247069
1481,23000000,-2236987
1482,10000000,-2235973
1483,22000000,-2216223
1484,55000000,-2200996
1485,15000000,-2198810
1486,20000000,-2196204
1487,20000000,-2195727
1488,2500000,-2177843
1489,2200000,-2095743
1490,16000000,-2077789
1491,27000000,-2055787
1492,15600000,-2028183
1493,28000000,-2022635
1494,13000000,-2003560
1495,16000000,-2001718
1496,16000000,-2001718
1497,2000000,-1997564
1498,2000000,-1995042
1499,15000000,-1994515
1500,3000000,-1971342
1501,15000000,-1965583
1502,2500000,-1951288
1503,5000000,-1950865
1504,2000000,-1947834
1505,15000000,-1939157
1506,10000000,-1929689
1507,20000000,-1918374
1508,40000000,-1912244
1509,2000000,-1907599
1510,5000000,-1906509
1511,2000000,-1900853
1512,40000000,-1894923
1513,16000000,-1891482
1514,10000000,-1888640
1515,2000000,-1875506
1516,5500000,-1870242
1517,50000000,-1845268
1518,11000000,-1829786
1519,40000000,-1823108
1520,2200000,-1820357
1521,6500000,-1806081
1522,2000000,-1801593
1523,12000000,-1801234
1524,3000000,-1800000
1525,5000000,-1780971
1526,12500000,-1774772
1527,50000000,-1734419
1528,2000000,-1730939
1529,14000000,-1717323
1530,4000000,-1661305
1531,8000000,-1649942
1532,1650000,-1647420
1533,35000000,-1642524
1534,6000000,-1605064
1535,2000000,-1604408
1536,2000000,-1589759
1537,35000000,-1576479
1538,4000000,-1573149
1539,1600000,-1573107
1540,7000000,-1569178
1541,2800000,-1552547
1542,10000000,-1539005
1543,2300000,-1507034
1544,1500000,-1499297
1545,13000000,-1498907
1546,1500000,-1496522
1547,145000000,-1476537
1548,25000000,-1472045
1549,56000000,-1459475
1550,6000000,-1457225
1551,40000000,-1456527
1552,1900000,-1455956
1553,55000000,-1425912
1554,2400000,-1421092
1555,5300000,-1404336
1556,4000000,-1398153
1557,48000000,-1388796
1558,1400000,-1381565
1559,1500000,-1380159
1560,1400000,-1363170
1561,30000000,-1355230
1562,2000000,-1346379
1563,75000000,-1338990
1564,1500000,-1336755
1565,2500000,-1336492
1566,22000000,-1331157
1567,1500000,-1326934
1568,17000000,-1318980
1569,7000000,-1305692
1570,1500000,-1305432
1571,65000000,-1304240
1572,18000000,-1297136
1573,8000000,-1260859
1574,50000000,-1254850
1575,1500000,-1234893
1576,15000000,-1233986
1577,2000000,-1231955
1578,2500000,-1217916
1579,15000000,-1217162
1580,4500000,-1212565
1581,16000000,-1207221
1582,4000000,-1200000
1583,3000000,-1178017
1584,1500000,-1172081
1585,20000000,-1156686
1586,1200000,-1141064
1587,6000000,-1140525
1588,1500000,-1126033
1589,20000000,-1117120
1590,4000000,-1107418
1591,1400000,-1095876
1592,1500000,-1093965
1593,1500000,-1081047
1594,2000000,-1047380
1595,1100000,-1043871
1596,23000000,-1026818
1597,28000000,-1000000
1598,1000000,-999279
1599,1000000,-993613
1600,1000000,-989982
1601,1000000,-987004
1602,1000000,-980461
1603,1000000,-978790
1604,5000000,-959412
1605,25000000,-957510
1606,16000000,-954324
1607,1592000,-953049
1608,1300000,-945296
1609,1000000,-937520
1610,18000000,-928770
1611,930000,-909814
1612,48000000,-904547
1613,1000000,-903266
1614,2000000,-901776
1615,1000000,-895923
1616,900000,-893357
1617,4500000,-890722
1618,900000,-881622
1619,2000000,-865951
1620,1000000,-855569
1621,7000000,-826515
1622,18000000,-825130
1623,3000000,-818710
1624,825000,-809722
1625,1066167,-808054
1626,900000,-799341
1627,7000000,-799244
1628,7500000,-787759
1629,1500000,-787706
1630,11000000,-785353
1631,3000000,-776010
1632,24000000,-774089
1633,800000,-758291
1634,15000000,-750995
1635,42000000,-747572
1636,3700000,-744000
1637,4800000,-736141
1638,1000000,-725339
1639,1000000,-720718
1640,13000000,-718500
1641,1000000,-712239
1642,1700000,-707762
1643,750000,-702671
1644,4500000,-701468
1645,85000000,-696442
1646,5000000,-693303
1647,1300000,-690958
1648,17000000,-688237
1649,750000,-672499
1650,800000,-655417
1651,3500000,-651422
1652,6000000,-640226
1653,80000000,-636215
1654,80000000,-636215
1655,650000,-631531
1656,105000000,-625893
1657,1200000,-605096
1658,1300000,-604771
1659,1000000,-603965
1660,600000,-586507
1661,16000000,-572808
1662,1000000,-535874
1663,1000000,-535345
1664,4000000,-531428
1665,10000000,-526618
1666,2000000,-522998
1667,900000,-518814
1668,1000000,-515779
1669,32000000,-506218
1670,16000000,-500000
1671,500000,-498668
1672,35000000,-492921
1673,500000,-486866
1674,1900000,-479422
1675,500000,-477000
1676,500000,-473703
1677,35000000,-468168
1678,500000,-468063
1679,500000,-467355
1680,42000000,-456793
1681,500000,-451570
1682,500000,-447150
1683,3500000,-428053
1684,600000,-428012
1685,9000000,-420316
1686,9000000,-420316
1687,1000000,-417976
1688,500000,-401983
1689,7000000,-398921
1690,14000000,-360000
1691,500000,-354460
1692,500000,-345923
1693,20000000,-338013
1694,3300000,-338009
1695,17000000,-315648
1696,5000000,-299639
1697,300000,-297532
1698,1500000,-278739
1699,400000,-273613
1700,500000,-262699
1701,500000,-256653
1702,1300000,-239409
1703,1750211,-226328
1704,500000,-204532
1705,1000000,-201659
1706,250000,-200506
1707,200000,-198889
1708,10000000,-198218
1709,200000,-194801
1710,26000000,-190187
1711,500000,-165959
1712,200000,-140621
1713,27000000,-123471
1714,225000,-113700
1715,6000000,-104762
1716,20000000,-100000
1717,2000000,-99275
1718,3000000,-87637
1719,3000000,-73435
1720,450000,-70878
1721,15000000,-61430
1722,18500000,-60918
1723,4000000,-49971
1724,250000,-46866
1725,560000,-44995
1726,300000,-44648
1727,70000,-39916
1728,850000,-30061
1729,20000000,-23927
1730,60000,-19443
1731,1000000,-17786
1732,2000000,-15622
1733,15000000,-10239
1734,160000,-4016
1735,14000,-1333
1736,50000000,7168
1737,5000000,9677
1738,150000,41309
1739,4000000,46737
1740,270000,48622
1741,6800000,57096
1742,950000,57962
1743,40000,70536
1744,140000000,80850
1745,1100,84122
1746,15000000,100000
1747,500000,103943
1748,100000000,117603
1749,365000,124220
1750,60000000,128566
1751,4500,131507
1752,50000000,150619
1753,6000000,165429
1754,10000,170483
1755,42000,199816
1756,10000000,200000
1757,800000,201437
1758,40000000,203020
1759,16000000,204793
1760,70000000,224196
1761,40000,237233
1762,20000000,241395
1763,1700000,243649
1764,2600000,250263
1765,20000000,259297
1766,22000000,264487
1767,1000000,277257
1768,8000000,279017
1769,7000000,292175
1770,3000000,293258
1771,1100000,300000
1772,4000000,301331
1773,5000000,308707
1774,13500000,323741
1775,65000,324804
1776,18000000,329466
1777,16000000,346122
1778,1300000,347780
1779,120000,349947
1780,80000000,360866
1781,850000,393961
1782,500000,406666
1783,25100000,417500
1784,7000,417760
1785,700000,441829
1786,7000000,455447
1787,60000,476767
1788,5000000,480318
1789,500000,485341
1790,2000000,506446
1791,30000000,513940
1792,30000000,523568
1793,2600000,530592
1794,2000000,557668
1795,3000000,559990
1796,10000000,561238
1797,60000000,573641
1798,218,591796
1799,590000,595783
1800,15000000,608545
1801,500000,614943
1802,25000000,615792
1803,250000,652835
1804,200000,656942
1805,10000,663780
1806,6000000,670712
1807,1000000,677838
1808,33000000,682273
1809,15000000,700000
1810,32000000,701088
1811,2000000,706659
1812,1000000,744858
1813,180000,745402
1814,55000000,747724
1815,28000000,751715
1816,26000000,761283
1817,1500000,783276
1818,21500000,794341
1819,2700000,800000
1820,250000,800600
1821,225000,802119
1822,50000000,815288
1823,50000000,815288
1824,10000000,824921
1825,2500000,825638
1826,44000000,834712
1827,6000000,851636
1828,1500000,865931
1829,3000000,902679
1830,12000000,902790
1831,1000000,950218
1832,312000,969176
1833,229575,999622
1834,1200000,999853
1835,24000000,1003072
1836,33000000,1014398
1837,33000000,1014398
1838,50000000,1019112
1839,10000000,1043445
1840,14000000,1062898
1841,46000,1081331
1842,75000000,1081498
1843,6900000,1093039
1844,40000000,1102171
1845,3000000,1109095
1846,3000000,1142507
1847,5000000,1157157
1848,9000000,1161099
1849,24000000,1167270
1850,38000000,1177215
1851,50000000,1178893
1852,6000000,1186670
1853,20000000,1200000
1854,23000,1204508
1855,100000,1216074
1856,100000000,1228120
1857,5000000,1239558
1858,1800000,1250934
1859,800000,1273984
1860,400000,1289999
1861,2000000,1335839
1862,300000,1352472
1863,7000000,1373585
1864,5600000,1409668
1865,20000000,1413105
1866,2200000,1445438
1867,15000000,1459004
1868,14000000,1483540
1869,1000000,1508841
1870,500000,1547570
1871,14000000,1549702
1872,12500000,1560950
1873,2000000,1590010
1874,11000000,1610731
1875,1200000,1612029
1876,1500000,1623749
1877,30000000,1655091
1878,1200000,1659955
1879,7500000,1676553
1880,13000000,1677654
1881,17500000,1679969
1882,10000000,1703287
1883,250000,1727544
1884,30000000,1743332
1885,5000000,1755271
1886,40000000,1797066
1887,45000000,1815748
1888,3500000,1854039
1889,439000,1861000
1890,2000000,1885134
1891,130000000,1920333
1892,55000000,1932305
1893,1500000,1947339
1894,1000000,1957978
1895,700000,1994973
1896,30000000,2000000
1897,7000,2033920
1898,30000000,2048809
1899,30000000,2048809
1900,170000000,2051787
1901,170000000,2051787
1902,33000000,2057332
1903,300000,2060184
1904,7000000,2094451
1905,11000000,2103828
1906,8000000,2106233
1907,65000000,2128202
1908,38000000,2137776
1909,30000000,2154410
1910,30000000,2154410
1911,16500000,2163911
1912,7000000,2166863
1913,48000000,2173190
1914,32000000,2180954
1915,7000000,2190525
1916,11000000,2214255
1917,15000000,2237244
1918,450000,2262293
1919,8000000,2269307
1920,1900000,2270647
1921,14000000,2298046
1922,35000000,2304950
1923,45000000,2307550
1924,3600000,2323044
1925,12000000,2348123
1926,13500000,2354988
1927,30000000,2357532
1928,13000000,2361537
1929,1000000,2386698
1930,609000,2391000
1931,60000000,2401264
1932,15000000,2411331
1933,379000,2429000
1934,15000000,2439163
1935,35000000,2481242
1936,19000000,2483154
1937,26000000,2501651
1938,26000000,2501651
1939,15000000,2508670
1940,10000000,2514138
1941,4000000,2525762
1942,23000000,2556065
1943,11000000,2558739
1944,10000000,2570442
1945,8000000,2572742
1946,40000000,2575718
1947,3200000,2576314
1948,35200000,2588228
1949,11000000,2592872
1950,6000000,2596914
1951,40000000,2615685
1952,32000000,2667015
1953,28000000,2688364
1954,960000,2690677
1955,2900000,2695428
1956,1900000,2700000
1957,225000,2713208
1958,150000,2732062
1959,50000000,2752475
1960,1000000,2773863
1961,30000000,2774834
1962,53000000,2808744
1963,8000000,2814185
1964,12600000,2817771
1965,50000000,2822418
1966,6000000,2828771
1967,25000,2831622
1968,3000000,2844929
1969,200000000,2853933
1970,9000000,2860839
1971,21500000,2862501
1972,9000000,2883495
1973,3500000,2890032
1974,2500000,2900000
1975,11000000,2903262
1976,230000,2921130
1977,14000000,2929123
1978,7500000,2960089
1979,62000000,3000000
1980,1100000,3005123
1981,75000000,3009155
1982,16000000,3057024
1983,32000000,3063732
1984,68000000,3069884
1985,2700000,3092822
1986,1500000,3099680
1987,75000000,3120196
1988,2000000,3132222
1989,250000,3138210
1990,60000,3156970
1991,20000000,3179303
1992,65000000,3208190
1993,32000000,3228696
1994,1000000,3231500
1995,19000000,3245861
1996,750000,3257792
1997,42000000,3290318
1998,20000000,3292105
1999,12000000,3294553
2000,200000,3300000
2001,4700000,3325872
2002,110000000,3330342
2003,2400000,3331103
2004,25000000,3341469
2005,15000000,3352454
2006,2000000,3383834
2007,20000000,3393765
2008,55000000,3422650
2009,34000000,3432299
2010,45000000,3472213
2011,3000000,3517198
2012,250000,3549339
2013,13000000,3574731
2014,72000000,3600000
2015,28000000,3600000
2016,10500000,3614488
2017,150000000,3629485
2018,6500000,3649779
2019,350000,3650000
2020,100000000,3738726
2021,50100000,3746915
2022,3400000,3759147
2023,3500000,3767324
2024,5000000,3786715
2025,6000000,3821335
2026,4000000,3825820
2027,25000000,3831145
2028,22000000,3842000
2029,2500000,3901336
2030,1800000,3909616
2031,250000,3936931
2032,1000000,3946250
2033,800000,3971000
2034,57000000,3984028
2035,38000000,3997790
2036,35000000,4026186
2037,8000000,4055108
2038,3000000,4059537
2039,20000000,4104113
2040,15000000,4158074
2041,80000000,4185387
2042,5000000,4203192
2043,3768785,4231215
2044,25000000,4247405
2045,3300000,4263397
2046,3000000,4282851
2047,21000000,4296447
2048,12000000,4300302
2049,200000,4305922
2050,70000000,4329966
2051,23000000,4338033
2052,2500000,4351969
2053,21150000,4440119
2054,18000000,4452209
2055,10000000,4479776
2056,2000000,4531491
2057,14000000,4535191
2058,30000000,4604054
2059,16000000,4627372
2060,5000000,4628751
2061,26000000,4659817
2062,35000000,4692139
2063,30000000,4703228
2064,2000000,4719300
2065,32000000,4733909
2066,13000000,4738570
2067,27000000,4768374
2068,750000,4768918
2069,210000,4790000
2070,43000000,4806295
2071,3300000,4808247
2072,20000000,4848292
2073,24000000,4871190
2074,52500000,4886369
2075,3000000,4888703
2076,1200000,4900000
2077,18000000,4927390
2078,120000000,4976634
2079,1000000,4997134
2080,50000000,4997476
2081,28000000,5000377
2082,13000000,5004225
2083,25000000,5012990
2084,12000000,5016190
2085,3200000,5043880
2086,20000000,5077977
2087,250000000,5108370
2088,7500000,5110552
2089,3000000,5114507
2090,100000,5128617
2091,15000000,5218921
2092,25000000,5222640
2093,500000,5239376
2094,30000000,5266619
2095,30000000,5266619
2096,12000000,5292381
2097,35000000,5334024
2098,2000000,5369373
2099,15000000,5433940
2100,6000000,5434867
2101,50000000,5473600
2102,40000000,5500797
2103,30000000,5565975
2104,15000000,5566327
2105,7000000,5583510
2106,20000000,5584685
2107,12000000,5613460
2108,45000000,5648679
2109,11000000,5667084
2110,20000000,5677801
2111,50000000,5682070
2112,35000000,5687294
2113,17000000,5734486
2114,45000000,5740078
2115,8600000,5773825
2116,6000000,5797927
2117,15000000,5801344
2118,110000000,5802596
2119,40000000,5856732
2120,1500000,5862100
2121,32000000,5911876
2122,25000000,5920167
2123,30000000,5927406
2124,3500000,5949219
2125,17500000,5972900
2126,18000000,5993605
2127,15000000,5998709
2128,20000000,6003149
2129,40000000,6012734
2130,36000000,6019483
2131,1000000,6022940
2132,10000000,6033556
2133,4000000,6097096
2134,10000000,6153600
2135,3500000,6201559
2136,14000000,6246959
2137,40000000,6280507
2138,2700000,6354736
2139,15000000,6383298
2140,20000000,6415649
2141,4000000,6515579
2142,25000000,6526393
2143,33000000,6532308
2144,160000,6546368
2145,12000000,6595716
2146,500000,6598492
2147,8500000,6671475
2148,50000000,6724080
2149,60000000,6734992
2150,19000000,6753840
2151,6000000,6793213
2152,10000000,6800000
2153,3500000,6805534
2154,6500000,6867101
2155,7000000,6876974
2156,8000000,6879556
2157,35000000,6954997
2158,175000,6962502
2159,27000000,6987757
2160,2000000,7003011
2161,7000000,7003141
2162,25000000,7003620
2163,133000000,7015224
2164,3000000,7017041
2165,40000000,7034272
2166,30000000,7036404
2167,25000000,7055248
2168,19000000,7096584
2169,700000,7130611
2170,35000000,7168445
2171,15000000,7189039
2172,26000000,7200000
2173,5000000,7200000
2174,6000000,7235267
2175,9000000,7235293
2176,63000000,7236496
2177,20000000,7277055
2178,25000000,7368960
2179,11000000,7381787
2180,17000000,7397469
2181,25000000,7416109
2182,24000000,7452765
2183,14000000,7468807
2184,100000000,7515297
2185,10000000,7544812
2186,25000000,7553210
2187,21000000,7563179
2188,32000000,7568996
2189,45000000,7580895
2190,18000000,7592632
2191,30000000,7617947
2192,10000000,7655201
2193,95000000,7678089
2194,15500000,7713577
2195,40000000,7781388
2196,70000000,7862546
2197,37000000,7867349
2198,50000000,7887882
2199,7000000,7891000
2200,5000000,7947763
2201,1200000,7980275
2202,22000000,7997095
2203,13000000,8000000
2204,1000000,8013113
2205,70000000,8031620
2206,6500000,8045844
2207,7000000,8047419
2208,22000000,8059386
2209,4500000,8074715
2210,75000000,8077470
2211,13000000,8088568
2212,15000000,8089926
2213,9000000,8096053
2214,900000,8100000
2215,8000000,8115878
2216,8000000,8168741
2217,36000000,8175394
2218,6400000,8197405
2219,30000000,8232624
2220,5000000,8269963
2221,10000000,8272447
2222,50000000,8297830
2223,110000000,8311368
2224,50000000,8336565
2225,5000000,8350177
2226,130000000,8396624
2227,18000000,8400000
2228,55000000,8408614
2229,30000000,8413606
2230,30000000,8432823
2231,75000000,8503161
2232,12500000,8578145
2233,48000000,8607223
2234,25000000,8631221
2235,25000000,8631221
2236,3000000,8642254
2237,24000000,8662299
2238,910000,8690000
2239,3000000,8694528
2240,8000000,8699684
2241,19000000,8758465
2242,43000000,8768623
2243,35000000,8792641
2244,38000000,8813366
2245,7000000,8818967
2246,6000000,8821531
2247,18000000,8830000
2248,18000000,8830000
2249,45000000,8854588
2250,18000000,8906039
2251,8000000,8938179
2252,4000000,9008928
2253,5000000,9015786
2254,1000000,9042266
2255,36000000,9045037
2256,28000000,9053924
2257,5000000,9100000
2258,5000000,9123773
2259,12000000,9133087
2260,18000000,9141959
2261,9000000,9225165
2262,180000,9257933
2263,8000000,9278980
2264,17000000,9284475
2265,2000000,9284657
2266,25000000,9300771
2267,44000000,9300852
2268,5000000,9343976
2269,12000000,9370057
2270,17700000,9387695
2271,300000000,9404152
2272,8000000,9427926
2273,4000000,9464388
2274,2000000,9533945
2275,8000000,9536788
2276,2000000,9546543
2277,53000000,9563543
2278,60000000,9688384
2279,20000000,9753944
2280,9000000,9761993
2281,3300000,9792000
2282,8000000,9843379
2283,40000000,9851591
2284,13000000,9858926
2285,15000000,9881000
2286,7000000,9901126
2287,20000000,9975979
2288,15000000,9984868
2289,25000000,10000629
2290,90000000,10012500
2291,90000000,10018837
2292,20000000,10028592
2293,100000,10074663
2294,8000000,10090181
2295,44000000,10116191
2296,30000000,10118420
2297,5000000,10126948
2298,5000000,10152879
2299,17000000,10154426
2300,25000,10221600
2301,30000000,10247512
2302,127500000,10248063
2303,12000000,10331028
2304,100000000,10332737
2305,10000000,10338609
2306,10000000,10339754
2307,6500000,10342303
2308,28000000,10372662
2309,10000000,10384136
2310,16500000,10396744
2311,16000000,10400000
2312,15000000,10440971
2313,80000000,10443603
2314,50000000,10470220
2315,7000000,10474107
2316,2500000,10495673
2317,3500000,10500000
2318,2000000,10555230
2319,30000000,10566655
2320,3000000,10684949
2321,1100000,10706119
2322,35000000,10802315
2323,90000000,10853835
2324,17000000,10854896
2325,40000000,10859889
2326,12000000,10905674
2327,1800000,10984397
2328,26000000,10985501
2329,37000000,11006503
2330,5000000,11017403
2331,5000000,11017403
2332,9000000,11035310
2333,207000000,11051260
2334,207000000,11051260
2335,207000000,11051260
2336,32000000,11095600
2337,50000000,11112916
2338,27000000,11122105
2339,20000000,11146570
2340,15000000,11161406
2341,80000000,11188905
2342,55000000,11365290
2343,10000000,11371425
2344,15000000,11384919
2345,30000000,11407470
2346,15000000,11421314
2347,25000000,11447959
2348,11500000,11454968
2349,65000,11464368
2350,14000000,11482931
2351,28000000,11514713
2352,27000000,11536376
2353,10600000,11560085
2354,14000000,11571351
2355,20000000,11584722
2356,10000000,11589307
2357,6000000,11605861
2358,2000000,11622333
2359,90000000,11643008
2360,4000000,11655665
2361,2000000,11746550
2362,250000,11756514
2363,25000000,11833473
2364,20000000,11838002
2365,60000000,11844424
2366,2500000,11900000
2367,40000000,12000688
2368,20000000,12014289
2369,30000000,12043633
2370,20000000,12051917
2371,30000000,12057340
2372,30000000,12071069
2373,58000000,12117571
2374,50200000,12253315
2375,21000000,12313582
2376,50000000,12318875
2377,40000000,12320979
2378,190000000,12351611
2379,45000000,12362581
2380,3000000,12369573
2381,5000000,12382982
2382,30000000,12385520
2383,8000000,12400000
2384,42000000,12414716
2385,15000000,12441122
2386,90000000,12515793
2387,120000000,12550960
2388,9000000,12569041
2389,6000000,12621249
2390,48000000,12652036
2391,38000000,12668906
2392,2000000,12673301
2393,13000000,12675765
2394,54000000,12676062
2395,5000000,12683670
2396,600000,12700000
2397,16000000,12734552
2398,25000000,12738400
2399,5000000,12768000
2400,46000000,12918501
2401,80000000,12969824
2402,11000000,12978402
2403,20000000,12983713
2404,3500000,13001785
2405,15000000,13014536
2406,17000000,13050028
2407,8500000,13064616
2408,40000000,13082743
2409,3000000,13101109
2410,47000000,13154431
2411,55000000,13218041
2412,25000000,13230435
2413,12000000,13240988
2414,7000000,13257000
2415,68000000,13257500
2416,12000000,13277561
2417,4000000,13314483
2418,17000000,13324946
2419,40000000,13337608
2420,20000000,13422556
2421,2500000,13435068
2422,14000000,13515786
2423,13000000,13539321
2424,70000000,13552429
2425,1000000,13564027
2426,15000000,13637507
2427,60000000,13648142
2428,5000000,13656400
2429,20000000,13687630
2430,23000000,13696761
2431,60000000,13701902
2432,25000000,13747385
2433,55000000,13750000
2434,12000000,13776062
2435,66000000,13883359
2436,30000000,13894863
2437,40000000,13955614
2438,31000000,13983704
2439,27000000,14008532
2440,25000000,14008741
2441,22000000,14020063
2442,70000000,14049211
2443,13000000,14052167
2444,60000000,14058698
2445,9000000,14078294
2446,15000000,14106737
2447,20000000,14126138
2448,36000000,14129186
2449,26000000,14168080
2450,8000000,14168359
2451,8000000,14201636
2452,36000000,14213619
2453,5000000,14281235
2454,15000000,14302097
2455,45000000,14365105
2456,25000000,14399750
2457,5000000,14421271
2458,35000000,14474048
2459,19800000,14490142
2460,8000000,14551000
2461,61000000,14573300
2462,500000,14680000
2463,6000000,14772796
2464,80000000,14822707
2465,16000000,14857814
2466,25000000,14880476
2467,78000000,14930005
2468,55000000,14951824
2469,46000000,14962878
2470,1100000,14967035
2471,40000000,14967359
2472,6000000,15005329
2473,62000000,15086030
2474,28000000,15097652
2475,15000000,15102717
2476,15000000,15127963
2477,33000000,15169908
2478,900000,15197842
2479,25000000,15218903
2480,15000000,15226144
2481,150000000,15230261
2482,15000000,15259652
2483,60000000,15280058
2484,12000000,15281507
2485,110000000,15332007
2486,10000000,15339117
2487,60000000,15370763
2488,13000000,15399192
2489,18000000,15404871
2490,22700000,15419483
2491,20000000,15422828
2492,10000000,15464480
2493,13000000,15501605
2494,9000000,15530513
2495,110000000,15531634
2496,30000000,15542421
2497,21000000,15581633
2498,20000000,15596227
2499,10000000,15600000
2500,8000000,15618786
2501,60000000,15638743
2502,30000000,15645204
2503,24000000,15687528
2504,5000000,15733485
2505,60000000,15764085
2506,5000000,15773070
2507,45000000,15786269
2508,7000000,15800000
2509,12000000,15829874
2510,13000000,15972187
2511,24000000,15989008
2512,20000000,15990505
2513,9000000,16000000
2514,50000000,16002004
2515,19000000,16033759
2516,25000000,16067398
2517,10500000,16089953
2518,115000000,16144183
2519,3000000,16184015
2520,5000000,16197315
2521,23000000,16235088
2522,6000000,16235901
2523,2800000,16370001
2524,12000000,16435406
2525,15000000,16471430
2526,3000000,16472057
2527,54000000,16496802
2528,500000,16500000
2529,5000000,16501098
2530,48000000,16505912
2531,9000000,16530884
2532,10000000,16583369
2533,15000000,16585300
2534,25000000,16597830
